txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T35903_24,2026-02-13T14:34:31Z,A63D,USD,-1670,CHARGE,,VOID
R19843_T46385_16,2026-02-16T20:02:49Z,A27C,JPY,-1382,REVERSAL,T46385_16,POSTED
T96584_13,2026-02-17T09:47:21Z,A63D,USD,-13860,CHARGE,,POSTED
T60479_35,2026-02-26T08:34:13Z,A63D,GBP,6690,PAYMENT,,VOID
T21603_8,2026-02-13T17:40:25Z,A63D,JPY,5438,PAYMENT,,POSTED
R82505_T35903_24_DUP,2026-03-03T11:27:32Z,A44E,JPY,1662,REVERSAL,T35903_24,POSTED
T75096_1,2026-03-03T12:20:46Z,A44E,USD,-10590,CHARGE,,POSTED
T59455_33,2026-02-24T15:08:47Z,A52A,USD,19910,PAYMENT,,POSTED
T97554_27,2026-02-28T06:42:01Z,A44E,GBP,20670,PAYMENT,,POSTED
T63633_5,2026-02-19T16:26:05Z,A52A,JPY,22018,REFUND,,POSTED
R35801_T49679_26,2026-02-15T22:16:20Z,A45B,EUR,-3381,REVERSAL,T49679_26,POSTED
R20969_T63633_5_DUP,2026-02-28T21:10:32Z,A63D,EUR,-19,REVERSAL,T63633_5,POSTED
T52537_6,2026-02-25T12:45:29Z,A27C,GBP,-11994,CHARGE,,POSTED
T49624_11,2026-02-11T11:15:43Z,A63D,EUR,-2430,PAYMENT,,POSTED
T61837_25,2026-02-19T16:55:10Z,A63D,GBP,1080,PAYMENT,,POSTED
T85384_30,2026-02-24T03:13:31Z,A63D,EUR,22110,CHARGE,,POSTED
R48085_T49624_11,2026-02-27T04:07:46Z,A63D,GBP,-448,REVERSAL,T49624_11,POSTED
T59065_12,2026-02-12T11:08:42Z,A52A,GBP,-8720,ADJUSTMENT,,POSTED
R92217_T99626_15,2026-03-04T01:46:59Z,A52A,JPY,3091,REVERSAL,T99626_15,POSTED
T57887_4,2026-02-21T20:53:05Z,A44E,GBP,12680,CHARGE,,POSTED
T28073_2,2026-02-22T22:32:44Z,A27C,GBP,15360,CHARGE,,POSTED
