txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T36611_2,2026-03-08T12:18:31Z,A54B,GBP,-6510,CHARGE,,POSTED
T93174_1,2026-03-11T23:17:55Z,A81G,JPY,2621,REFUND,,POSTED
T94550_24,2026-02-27T01:52:02Z,A11C,JPY,-9843,REFUND,,VOID
T81197_30,2026-03-06T23:04:11Z,A65H,EUR,-4980,ADJUSTMENT,,POSTED
T15417_18,2026-03-08T15:52:31Z,A37F,GBP,21890,PAYMENT,,POSTED
R30726_T54532_23_DUP,2026-03-21T12:54:32Z,A58A,EUR,-3609,REVERSAL,T54532_23,POSTED
T98343_22,2026-03-14T12:43:12Z,A81G,USD,21620,ADJUSTMENT,,POSTED
T93936_5,2026-03-19T05:39:48Z,A11C,JPY,14443,CHARGE,,POSTED
T81197_30,2026-03-07T01:23:11Z,A65H,EUR,-3438,ADJUSTMENT,,POSTED
R76490_T36151_9,2026-03-21T22:28:06Z,A11C,JPY,-2349,REVERSAL,T36151_9,POSTED
T80705_20,2026-03-04T03:40:14Z,A82D,EUR,-15700,PAYMENT,,POSTED
T98628_29,2026-03-05T09:23:27Z,A37F,EUR,-21900,PAYMENT,,VOID
R68177_T56557_31,2026-03-10T16:01:43Z,A37F,EUR,-2741,REVERSAL,T56557_31,POSTED
T26033_15,2026-03-21T09:56:43Z,A81G,JPY,21118,CHARGE,,POSTED
T76386_25,2026-03-09T07:12:34Z,A47E,USD,8770,PAYMENT,,POSTED
R19953_T84226_21_DUP,2026-03-19T14:11:35Z,A11C,GBP,-2921,REVERSAL,T84226_21,POSTED
T90220_17,2026-03-02T10:37:20Z,A81G,JPY,-16845,ADJUSTMENT,,POSTED
T39170_28,2026-03-12T11:05:34Z,A37F,USD,17140,PAYMENT,,POSTED
R92647_T82634_6,2026-03-05T14:28:06Z,A82D,JPY,4384,REVERSAL,T82634_6,POSTED
T98489_11,2026-03-10T01:09:06Z,A82D,EUR,-2560,PAYMENT,,POSTED
T74093_33,2026-03-20T12:01:52Z,A82D,USD,6400,PAYMENT,,POSTED
T28446_0,2026-03-20T08:16:58Z,A58A,JPY,-10887,PAYMENT,,POSTED
T99284_3,2026-03-10T11:18:55Z,A58A,JPY,19848,CHARGE,,POSTED
T39170_28,2026-03-11T11:24:34Z,A37F,USD,18091,PAYMENT,,POSTED
T90211_12,2026-03-08T16:16:07Z,A65H,USD,-3460,CHARGE,,POSTED
R90355_T98489_11,2026-03-02T15:57:48Z,A37F,JPY,4356,REVERSAL,T98489_11,POSTED
R11000_T43321_4_DUP,2026-03-15T16:34:48Z,A54B,USD,2200,REVERSAL,T43321_4,POSTED
T49700_19,2026-03-13T18:28:59Z,A47E,EUR,-500,PAYMENT,,POSTED
R68579_T98489_11_DUP,2026-03-03T21:57:48Z,A81G,EUR,-892,REVERSAL,T98489_11,POSTED
T81034_7,2026-03-17T01:49:48Z,A47E,JPY,-14354,REFUND,,POSTED
R52914_T54532_23,2026-03-20T20:54:32Z,A58A,JPY,-3497,REVERSAL,T54532_23,POSTED
T81197_30,2026-03-06T18:10:11Z,A65H,EUR,-1357,ADJUSTMENT,,POSTED
T73765_32,2026-02-27T06:11:14Z,A54B,USD,-17530,REFUND,,POSTED
T84226_21,2026-03-23T06:38:09Z,A58A,USD,22550,CHARGE,,POSTED
T36962_13,2026-03-05T07:36:52Z,A54B,JPY,-23481,CHARGE,,POSTED
T90220_17,2026-03-02T08:06:20Z,A81G,JPY,-17521,ADJUSTMENT,,VOID
T56557_31,2026-03-09T09:15:00Z,A58A,GBP,-20640,REFUND,,POSTED
T81197_30,2026-03-06T21:02:11Z,A65H,EUR,-3270,ADJUSTMENT,,POSTED
