txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T91153_26,2026-03-28T18:32:25Z,A42J,USD,-23030,ADJUSTMENT,,POSTED
T74902_34,2026-03-13T15:37:44Z,A42I,EUR,-13380,ADJUSTMENT,,POSTED
R49341_T58283_17,2026-03-12T05:14:29Z,A61B,JPY,-2299,REVERSAL,T58283_17,POSTED
R71650_T92295_30,2026-03-14T15:09:52Z,A50A,JPY,-3736,REVERSAL,T92295_30,POSTED
R57390_T48270_37,2026-03-18T08:53:45Z,A36E,USD,2012,REVERSAL,T48270_37,POSTED
T14052_14,2026-03-12T17:59:42Z,A61B,JPY,23195,CHARGE,,POSTED
T59389_41,2026-03-18T00:17:32Z,A98K,GBP,4160,PAYMENT,,VOID
R95487_T38155_31,2026-04-01T02:24:29Z,A14G,JPY,2477,REVERSAL,T38155_31,POSTED
T84524_22,2026-03-15T13:37:34Z,A96H,JPY,6156,PAYMENT,,POSTED
T38155_31,2026-03-18T19:38:47Z,A14G,GBP,24389,PAYMENT,,POSTED
R67301_MISSING,2026-03-18T11:00:00Z,A50A,EUR,3087,REVERSAL,T_MISSING_974,POSTED
T97859_9,2026-04-03T14:53:17Z,A61B,USD,8990,PAYMENT,,POSTED
T60059_18,2026-03-16T19:41:49Z,A61B,USD,-2850,CHARGE,,VOID
