txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T89816_19,2026-02-02T18:40:48Z,A60K,EUR,-23500,CHARGE,,VOID
T56122_16,2026-02-17T16:52:51Z,A29F,GBP,-4524,CHARGE,,POSTED
T78880_21,2026-01-26T00:41:56Z,A57B,GBP,13680,REFUND,,POSTED
T81959_26,2026-02-13T01:36:17Z,A29F,EUR,19140,REFUND,,POSTED
T28223_30,2026-02-17T23:42:16Z,A48I,EUR,20560,REFUND,,POSTED
R86921_T28223_30,2026-02-08T08:42:09Z,A48I,USD,2067,REVERSAL,T28223_30,POSTED
R75022_T27579_24_DUP,2026-02-20T05:41:15Z,A49A,GBP,-1256,REVERSAL,T27579_24,POSTED
T31499_32,2026-01-28T22:19:21Z,A67H,EUR,-12530,CHARGE,,POSTED
T27579_24,2026-02-16T11:33:51Z,A57B,GBP,13220,PAYMENT,,POSTED
T69029_11,2026-02-01T23:43:33Z,A60K,USD,-11780,REFUND,,VOID
T60065_15,2026-01-26T19:12:37Z,A67H,EUR,6210,PAYMENT,,POSTED
T92427_25,2026-01-26T14:58:02Z,A71E,JPY,-1163,ADJUSTMENT,,VOID
T88903_9,2026-02-14T13:26:28Z,A29F,JPY,10596,ADJUSTMENT,,POSTED
T52041_10,2026-02-11T06:53:04Z,A64J,GBP,8620,ADJUSTMENT,,POSTED
T50811_27,2026-02-14T23:12:39Z,A64C,USD,13290,PAYMENT,,POSTED
R53818_T65551_6,2026-02-01T21:57:43Z,A49A,EUR,1327,REVERSAL,T65551_6,POSTED
T65551_6,2026-02-05T00:43:43Z,A71E,JPY,-18549,PAYMENT,,POSTED
R55271_T27176_20,2026-02-11T11:39:16Z,A60K,JPY,-308,REVERSAL,T27176_20,POSTED
T65687_33,2026-02-11T07:16:26Z,A71E,EUR,-22570,REFUND,,VOID
R54962_T27579_24,2026-02-18T18:41:15Z,A71E,EUR,-759,REVERSAL,T27579_24,POSTED
T56122_16,2026-02-18T16:35:51Z,A29F,GBP,-6650,CHARGE,,POSTED
R40658_T52227_1,2026-01-28T00:40:52Z,A60K,USD,605,REVERSAL,T52227_1,POSTED
R49776_T88811_0,2026-02-06T13:36:20Z,A67H,GBP,-3043,REVERSAL,T88811_0,POSTED
T88903_9,2026-02-13T01:22:28Z,A29F,JPY,12543,ADJUSTMENT,,POSTED
T45732_7,2026-01-26T15:21:09Z,A12G,JPY,7202,PAYMENT,,POSTED
R57734_T78880_21,2026-01-25T15:33:06Z,A64C,EUR,3519,REVERSAL,T78880_21,POSTED
T52227_1,2026-02-02T06:59:31Z,A64C,USD,-8110,PAYMENT,,POSTED
R22728_T27176_20_DUP,2026-02-12T20:39:16Z,A29F,USD,4433,REVERSAL,T27176_20,POSTED
T60729_17,2026-02-02T09:08:15Z,A57B,GBP,7900,REFUND,,POSTED
T38748_35,2026-02-16T00:45:37Z,A12G,USD,-14900,PAYMENT,,VOID
T18856_12,2026-01-27T08:44:37Z,A49A,USD,18840,ADJUSTMENT,,POSTED
T84806_28,2026-02-10T12:40:25Z,A48I,JPY,-8861,ADJUSTMENT,,POSTED
T35621_13,2026-02-15T18:14:47Z,A64C,JPY,23302,CHARGE,,POSTED
