txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T92178_35,2026-01-20T18:31:43Z,A84F,GBP,1880,CHARGE,,POSTED
R37880_T41117_33,2026-01-27T06:00:12Z,A87B,EUR,-1447,REVERSAL,T41117_33,POSTED
T54657_32,2026-01-20T02:19:11Z,A11C,EUR,-5370,CHARGE,,POSTED
T93536_10,2026-02-02T05:02:49Z,A47E,USD,-22920,PAYMENT,,POSTED
T22270_15,2026-01-15T05:06:13Z,A44D,JPY,14599,PAYMENT,,POSTED
T74698_7,2026-01-18T22:40:49Z,A87B,GBP,-10670,PAYMENT,,POSTED
T41117_33,2026-01-23T23:08:08Z,A66A,GBP,15350,CHARGE,,POSTED
R29027_T22366_2,2026-01-18T04:33:55Z,A87B,GBP,-2939,REVERSAL,T22366_2,POSTED
T57248_5,2026-01-18T08:24:43Z,A44D,USD,-18560,CHARGE,,POSTED
T22366_2,2026-01-11T19:01:36Z,A87B,GBP,-14110,PAYMENT,,POSTED
